Game no.,Winner,Score,mcboy,rdeep
1,mcboy,2,2,0
2,mcboy,2,4,0
3,mcboy,1,5,0
4,mcboy,2,7,0
5,rdeep,3,7,3
6,mcboy,1,8,3
7,rdeep,2,8,5
8,mcboy,1,9,5
9,mcboy,2,11,5
10,rdeep,3,11,8
11,rdeep,1,11,9
