Game no.,Winner,Score,mcboy,rdeep
1000,rdeep,1,471,240
1000,rdeep,2,471,242
1000,mcboy,1,472,242
1000,mcboy,1,473,242
1000,mcboy,2,475,242
1000,mcboy,3,478,242
1000,mcboy,1,479,242
1000,mcboy,2,481,242
1000,mcboy,1,482,242
1000,rdeep,2,482,244
1000,rdeep,2,482,246
1000,mcboy,3,485,246
1000,mcboy,1,486,246
1000,mcboy,1,487,246
1000,mcboy,1,488,246
1000,rdeep,1,488,247
1000,rdeep,1,488,248
1000,mcboy,1,489,248
1000,rdeep,1,489,249
1000,rdeep,1,489,250
1000,mcboy,2,491,250
1000,mcboy,1,492,250
1000,mcboy,1,493,250
1000,mcboy,2,495,250
1000,rdeep,1,495,251
1000,mcboy,1,496,251
1000,mcboy,1,497,251
1000,mcboy,1,498,251
1000,mcboy,1,499,251
1000,rdeep,2,499,253
1000,mcboy,1,500,253
1000,rdeep,1,500,254
1000,rdeep,1,500,255
1000,mcboy,2,502,255
1000,mcboy,1,503,255
1000,mcboy,2,505,255
1000,mcboy,2,507,255
1000,mcboy,2,509,255
1000,mcboy,1,510,255
1000,mcboy,1,511,255
1000,rdeep,2,511,257
1000,rdeep,2,511,259
1000,mcboy,2,513,259
1000,mcboy,2,515,259
1000,rdeep,1,515,260
1000,mcboy,2,517,260
1000,mcboy,1,518,260
1000,mcboy,2,520,260
1000,mcboy,1,521,260
1000,mcboy,1,522,260
1000,mcboy,1,523,260
1000,rdeep,1,523,261
1000,mcboy,2,525,261
1000,mcboy,1,526,261
1000,mcboy,3,529,261
1000,mcboy,1,530,261
1000,mcboy,2,532,261
1000,mcboy,2,534,261
1000,rdeep,3,534,264
1000,mcboy,1,535,264
1000,mcboy,2,537,264
1000,rdeep,1,537,265
1000,rdeep,2,537,267
1000,mcboy,2,539,267
1000,rdeep,2,539,269
1000,mcboy,2,541,269
1000,mcboy,1,542,269
1000,rdeep,3,542,272
1000,rdeep,2,542,274
1000,rdeep,1,542,275
1000,mcboy,1,543,275
1000,mcboy,1,544,275
1000,mcboy,1,545,275
1000,rdeep,1,545,276
1000,mcboy,1,546,276
1000,mcboy,1,547,276
1000,mcboy,1,548,276
1000,rdeep,1,548,277
1000,mcboy,1,549,277
1000,rdeep,1,549,278
1000,mcboy,3,552,278
1000,rdeep,1,552,279
1000,mcboy,1,553,279
1000,mcboy,2,555,279
1000,rdeep,2,555,281
1000,mcboy,1,556,281
1000,mcboy,1,557,281
1000,mcboy,2,559,281
1000,mcboy,1,560,281
1000,mcboy,1,561,281
1000,mcboy,2,563,281
1000,rdeep,3,563,284
1000,mcboy,1,564,284
1000,rdeep,1,564,285
1000,mcboy,1,565,285
1000,mcboy,2,567,285
1000,mcboy,3,570,285
1000,mcboy,2,572,285
1000,rdeep,1,572,286
1000,rdeep,1,572,287
1000,mcboy,1,573,287
1000,mcboy,1,574,287
1000,mcboy,2,576,287
1000,rdeep,2,576,289
1000,rdeep,3,576,292
1000,rdeep,2,576,294
1000,mcboy,1,577,294
1000,rdeep,1,577,295
1000,mcboy,1,578,295
1000,mcboy,1,579,295
1000,mcboy,1,580,295
1000,mcboy,1,581,295
1000,mcboy,1,582,295
1000,rdeep,2,582,297
1000,mcboy,1,583,297
1000,mcboy,1,584,297
1000,mcboy,2,586,297
1000,rdeep,1,586,298
1000,rdeep,1,586,299
1000,rdeep,1,586,300
1000,mcboy,2,588,300
1000,mcboy,1,589,300
1000,rdeep,1,589,301
1000,mcboy,2,591,301
1000,mcboy,2,593,301
1000,mcboy,1,594,301
1000,rdeep,1,594,302
1000,rdeep,2,594,304
1000,rdeep,3,594,307
1000,rdeep,2,594,309
1000,mcboy,2,596,309
1000,mcboy,1,597,309
1000,mcboy,2,599,309
1000,mcboy,1,600,309
1000,mcboy,1,601,309
1000,mcboy,1,602,309
1000,mcboy,2,604,309
1000,mcboy,2,606,309
1000,mcboy,1,607,309
1000,mcboy,1,608,309
1000,mcboy,1,609,309
1000,rdeep,2,609,311
1000,mcboy,2,611,311
1000,mcboy,2,613,311
1000,rdeep,2,613,313
1000,mcboy,2,615,313
1000,mcboy,2,617,313
1000,mcboy,3,620,313
1000,mcboy,2,622,313
1000,mcboy,1,623,313
1000,mcboy,1,624,313
1000,mcboy,2,626,313
1000,mcboy,3,629,313
1000,rdeep,1,629,314
1000,mcboy,1,630,314
1000,mcboy,1,631,314
1000,rdeep,2,631,316
1000,rdeep,3,631,319
1000,mcboy,3,634,319
1000,rdeep,1,634,320
1000,rdeep,3,634,323
1000,rdeep,2,634,325
1000,mcboy,1,635,325
1000,rdeep,1,635,326
1000,rdeep,1,635,327
1000,mcboy,1,636,327
1000,mcboy,1,637,327
1000,mcboy,1,638,327
1000,rdeep,1,638,328
1000,rdeep,1,638,329
1000,mcboy,2,640,329
1000,mcboy,1,641,329
1000,mcboy,2,643,329
1000,mcboy,1,644,329
1000,mcboy,1,645,329
1000,rdeep,2,645,331
1000,mcboy,1,646,331
1000,mcboy,2,648,331
1000,mcboy,2,650,331
1000,rdeep,1,650,332
1000,mcboy,2,652,332
1000,mcboy,2,654,332
1000,mcboy,1,655,332
1000,rdeep,2,655,334
1000,mcboy,1,656,334
1000,mcboy,2,658,334
1000,rdeep,2,658,336
1000,rdeep,2,658,338
1000,mcboy,1,659,338
1000,mcboy,3,662,338
1000,mcboy,1,663,338
1000,mcboy,1,664,338
1000,mcboy,2,666,338
1000,mcboy,2,668,338
1000,mcboy,1,669,338
1000,mcboy,1,670,338
1000,mcboy,3,673,338
1000,rdeep,2,673,340
1000,mcboy,1,674,340
1000,rdeep,1,674,341
1000,rdeep,2,674,343
1000,rdeep,1,674,344
1000,rdeep,1,674,345
1000,mcboy,1,675,345
1000,mcboy,2,677,345
1000,mcboy,2,679,345
1000,rdeep,2,679,347
1000,mcboy,2,681,347
1000,mcboy,1,682,347
1000,mcboy,1,683,347
1000,mcboy,2,685,347
1000,mcboy,2,687,347
1000,mcboy,1,688,347
1000,mcboy,1,689,347
1000,mcboy,2,691,347
1000,mcboy,2,693,347
1000,rdeep,1,693,348
1000,mcboy,1,694,348
1000,mcboy,1,695,348
1000,rdeep,1,695,349
1000,mcboy,1,696,349
1000,rdeep,1,696,350
1000,rdeep,1,696,351
1000,mcboy,2,698,351
1000,rdeep,2,698,353
1000,mcboy,1,699,353
1000,mcboy,2,701,353
1000,mcboy,2,703,353
1000,mcboy,2,705,353
1000,rdeep,2,705,355
1000,rdeep,2,705,357
1000,mcboy,1,706,357
1000,mcboy,1,707,357
1000,rdeep,1,707,358
1000,mcboy,1,708,358
1000,mcboy,2,710,358
1000,mcboy,2,712,358
1000,mcboy,1,713,358
1000,mcboy,1,714,358
1000,mcboy,1,715,358
1000,rdeep,3,715,361
1000,rdeep,1,715,362
1000,mcboy,2,717,362
1000,mcboy,1,718,362
1000,mcboy,1,719,362
1000,mcboy,1,720,362
1000,rdeep,2,720,364
1000,rdeep,2,720,366
1000,rdeep,1,720,367
1000,mcboy,2,722,367
1000,mcboy,1,723,367
1000,mcboy,1,724,367
1000,mcboy,1,725,367
1000,mcboy,1,726,367
1000,mcboy,2,728,367
1000,rdeep,1,728,368
1000,mcboy,1,729,368
1000,mcboy,1,730,368
1000,mcboy,1,731,368
1000,mcboy,1,732,368
1000,mcboy,2,734,368
1000,mcboy,1,735,368
1000,mcboy,1,736,368
1000,mcboy,2,738,368
1000,mcboy,2,740,368
1000,mcboy,1,741,368
1000,rdeep,2,741,370
1000,rdeep,2,741,372
1000,mcboy,2,743,372
1000,mcboy,1,744,372
1000,mcboy,1,745,372
1000,mcboy,1,746,372
1000,mcboy,2,748,372
1000,rdeep,2,748,374
1000,mcboy,2,750,374
1000,mcboy,2,752,374
1000,rdeep,2,752,376
1000,rdeep,1,752,377
1000,mcboy,1,753,377
1000,rdeep,1,753,378
1000,mcboy,1,754,378
1000,rdeep,1,754,379
1000,mcboy,1,755,379
1000,rdeep,3,755,382
1000,mcboy,1,756,382
1000,mcboy,2,758,382
1000,mcboy,1,759,382
1000,rdeep,1,759,383
1000,rdeep,1,759,384
1000,mcboy,1,760,384
1000,mcboy,2,762,384
1000,mcboy,2,764,384
1000,rdeep,1,764,385
1000,mcboy,1,765,385
1000,rdeep,1,765,386
1000,mcboy,2,767,386
1000,mcboy,3,770,386
1000,mcboy,2,772,386
1000,rdeep,1,772,387
1000,rdeep,1,772,388
1000,mcboy,1,773,388
1000,mcboy,2,775,388
1000,mcboy,1,776,388
1000,rdeep,1,776,389
1000,rdeep,2,776,391
1000,mcboy,1,777,391
1000,rdeep,1,777,392
1000,mcboy,2,779,392
1000,mcboy,2,781,392
1000,mcboy,1,782,392
1000,mcboy,2,784,392
1000,rdeep,2,784,394
1000,mcboy,1,785,394
1000,mcboy,3,788,394
1000,rdeep,2,788,396
1000,mcboy,2,790,396
1000,mcboy,1,791,396
1000,rdeep,1,791,397
1000,mcboy,1,792,397
1000,rdeep,3,792,400
1000,rdeep,2,792,402
1000,mcboy,1,793,402
1000,mcboy,1,794,402
1000,mcboy,2,796,402
1000,rdeep,2,796,404
1000,mcboy,1,797,404
1000,rdeep,2,797,406
1000,mcboy,1,798,406
1000,mcboy,2,800,406
1000,mcboy,1,801,406
1000,rdeep,2,801,408
1000,mcboy,1,802,408
1000,mcboy,1,803,408
1000,rdeep,2,803,410
1000,mcboy,2,805,410
1000,mcboy,1,806,410
1000,mcboy,2,808,410
1000,mcboy,1,809,410
1000,mcboy,1,810,410
1000,rdeep,1,810,411
1000,mcboy,2,812,411
1000,mcboy,1,813,411
1000,rdeep,2,813,413
1000,rdeep,1,813,414
1000,mcboy,2,815,414
1000,rdeep,2,815,416
1000,mcboy,2,817,416
1000,mcboy,2,819,416
1000,mcboy,2,821,416
1000,mcboy,1,822,416
1000,mcboy,2,824,416
1000,rdeep,3,824,419
1000,rdeep,3,824,422
1000,rdeep,2,824,424
1000,rdeep,2,824,426
1000,rdeep,1,824,427
1000,rdeep,2,824,429
1000,rdeep,2,824,431
1000,rdeep,3,824,434
1000,mcboy,1,825,434
1000,mcboy,2,827,434
1000,mcboy,1,828,434
1000,mcboy,1,829,434
1000,mcboy,1,830,434
1000,rdeep,3,830,437
1000,rdeep,1,830,438
1000,rdeep,1,830,439
1000,rdeep,1,830,440
1000,rdeep,1,830,441
1000,mcboy,1,831,441
1000,mcboy,1,832,441
1000,rdeep,1,832,442
1000,rdeep,1,832,443
1000,mcboy,2,834,443
1000,rdeep,1,834,444
1000,rdeep,3,834,447
1000,mcboy,1,835,447
1000,mcboy,1,836,447
1000,rdeep,2,836,449
1000,rdeep,2,836,451
1000,mcboy,2,838,451
1000,mcboy,1,839,451
1000,mcboy,1,840,451
1000,rdeep,2,840,453
1000,mcboy,2,842,453
1000,rdeep,1,842,454
1000,mcboy,2,844,454
1000,mcboy,1,845,454
1000,mcboy,2,847,454
1000,mcboy,2,849,454
1000,mcboy,1,850,454
1000,mcboy,2,852,454
1000,mcboy,2,854,454
1000,mcboy,1,855,454
1000,mcboy,1,856,454
1000,mcboy,2,858,454
1000,rdeep,1,858,455
1000,mcboy,1,859,455
1000,mcboy,1,860,455
1000,rdeep,1,860,456
1000,mcboy,1,861,456
1000,rdeep,1,861,457
1000,rdeep,1,861,458
1000,mcboy,1,862,458
1000,mcboy,2,864,458
1000,mcboy,1,865,458
1000,mcboy,1,866,458
1000,mcboy,1,867,458
