Game no.,Winner,Score,mcbadboy,mcboy
1000,mcboy,2,0,2658
1000,mcboy,3,0,2661
1000,mcboy,3,0,2664
1000,mcboy,2,0,2666
1000,mcboy,3,0,2669
1000,mcboy,3,0,2672
1000,mcboy,3,0,2675
1000,mcboy,3,0,2678
1000,mcboy,3,0,2681
1000,mcboy,3,0,2684
1000,mcboy,3,0,2687
1000,mcboy,3,0,2690
1000,mcboy,3,0,2693
1000,mcboy,3,0,2696
1000,mcboy,3,0,2699
1000,mcboy,3,0,2702
1000,mcboy,3,0,2705
1000,mcboy,3,0,2708
1000,mcboy,3,0,2711
1000,mcboy,3,0,2714
1000,mcboy,3,0,2717
1000,mcboy,3,0,2720
1000,mcboy,3,0,2723
1000,mcboy,3,0,2726
1000,mcboy,2,0,2728
1000,mcboy,3,0,2731
1000,mcboy,2,0,2733
1000,mcboy,3,0,2736
1000,mcboy,2,0,2738
1000,mcboy,3,0,2741
1000,mcboy,2,0,2743
1000,mcboy,3,0,2746
1000,mcboy,3,0,2749
1000,mcboy,2,0,2751
1000,mcboy,3,0,2754
1000,mcboy,2,0,2756
1000,mcboy,2,0,2758
1000,mcboy,2,0,2760
1000,mcboy,2,0,2762
1000,mcboy,3,0,2765
1000,mcboy,2,0,2767
1000,mcboy,3,0,2770
1000,mcboy,3,0,2773
1000,mcboy,3,0,2776
1000,mcboy,3,0,2779
1000,mcboy,3,0,2782
1000,mcboy,3,0,2785
1000,mcboy,3,0,2788
1000,mcboy,3,0,2791
1000,mcboy,3,0,2794
1000,mcboy,3,0,2797
